country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence interval
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,GAP,GAP_WID,early marriage,early marriage,Quote,E.8,,Early marriage causes girls to end education ? aspiration gap.,ENU_3,0.85
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,GAP,GAP_WID,if he didn’t get job then he plan for abroad,abroad work,Quote,E.8,,Lack of jobs causes migration ? aspiration gap.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,ASP,ASP_UNSP,to have social prestige in society,prestige,Quote,E.10,,Aspiration linked to social prestige and status.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,ASP,ASP_UNSP,a person who have qualification he never become hunger,education survival,Quote,E.10,,Education seen as pathway to survival and livelihood.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,ASP,ASP_TRAD,few people who plan to do agriculture after study,agriculture,Quote,E.11,,Traditional agriculture aspiration.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,GAP,GAP_WID,before finishing study they make plan to go abroad,abroad plan,Quote,E.11,,Migration due to lack of opportunities ? aspiration gap.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,ASP,ASP_BUSS,"he should do business like poultry, pig farming, cow farming",livestock business,Quote,E.12,,Business aspiration in livestock sector.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_INF,NRM_INF_C,"we know about fertilizer urea, DAP, but how and how much to use we don’t know",lack fertilizer knowledge,Quote,E.13,,Shows lack of agricultural knowledge/training.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_INF,NRM_INF_C,we just heard but we haven’t brought and cultivate,heard only,Quote,E.13,,Lack of access to agricultural innovations.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_INF,NRM_INF_C,we haven’t got such opportunity or any trainings,no training,Quote,E.15,,Youth lack access to training ? information constraint.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DIV,NRM_DIV_O,there is no such distinct profession. Anyone can do any job,no division,Quote,E.18,,Opposes strict gender division of labour.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DIV,NRM_DIV_N,though there is division of labour but they work together,work together,Quote,E.21,,Gender roles exist but work is shared ? nuanced division.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DEC,NRM_DEC_N,he/she goes to lead farmer to know about it and also in the agro vet,consult agrovet,Quote,E.24,,Decision-making involves consulting experts ? shared decision-making.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_STIG,NRM_STIG_N,if husband is educated then he allows his wife,allow wife,Quote,E.25,,Norm depends on husband education ? stigma/permission norm.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_MOB,NRM_MOB_C,he will say you are not able to deal in the market so I will go,not able market,Quote,E.26,,Restricts women market participation ? mobility/economic norm.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_STIG,NRM_STIG_C,he might dominate her because of his nature,dominate,Quote,E.27,,Shows male dominance norm.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_EQ,NRM_EQ_YS,they are helping each other so it is very good,shared roles,Quote,E.28,,Positive perception of shared gender roles.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_EQ,NRM_EQ_YS,he further encourage wife,support wife,Quote,E.30,,Support for women entrepreneurship.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_EQ,NRM_EQ_N,female should stay at home but these days the rate of female going to abroad is increasing,changing norms,Quote,E.31,,Shows changing gender norms.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DEC,NRM_DEC_O,they decide together,joint decision,Quote,E.32,,Joint decision-making ? opposes restrictive norm.,ENU_3,0.85
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DIV,NRM_DIV_O,both of them sell. It does not make difference,both sell,Quote,E.33,,Opposes strict gender division of labour.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_INF,NRM_INF_N,they have to test in small area,test practice,Quote,E.34,,Shows experimentation and learning process.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_AST,NRM_AST_C,for female to buy land is very difficult,women buy land difficult,Quote,E.36,,Women face barriers to land ownership ? asset norm.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_AST,NRM_AST_C,our society is male dominant,male dominant,Quote,E.36,,Explains why asset ownership difficult for women.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_AST,NRM_AST_C,our society is male dominant,male dominant,Quote,E.37,,Men can easily buy assets ? confirms asset inequality.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_MOB,NRM_MOB_O,"yes, now a day no any problem",mobility ok,Quote,E.38,,Suggests women mobility improving.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_MOB,NRM_MOB_N,for married woman it is quite easier than young girl,married easier,Quote,E.39,,Mobility depends on marital status ? nuanced mobility norm.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DIV,NRM_DIV_C,women usually sells vegetable rather than male,women sell veg,Quote,E.40,,Gender role in selling vegetables.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_MOB,NRM_MOB_N,things are changing now. Women can go outside,changing mobility,Quote,E.41,,Indicates improving mobility for women.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,ASP,ASP_BUSS,"business related to agriculture like vegetables farming, poultry",agri business,Quote,E.43,,Business aspiration after migration.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_EQ,NRM_EQ_YS,trend is changing,changing marriage norms,Quote,E.44,,Indicates social change in marriage norms.,ENU_3,0.85
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DEC,NRM_DEC_C,family consensus or discussion,family marriage,Quote,E.45,,Marriage decisions controlled by family.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_DEC,NRM_DEC_C,they decide together,children decision,Quote,E.50,,Fertility decisions made jointly ? still family-based decision.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,ASP,ASP_UNSP,employment opportunity,employment,Quote,E.51,,Youth aspiration for employment opportunities.,ENU_3,0.95
NP,NP1,GENNOVATE_NP1.xlsx,FG_E_Aspirations of Youth,NP1E_M,male,NRM_INF,NRM_INF_C,information is not reaching up to the grass root level,lack information,Quote,E.51,,Information access constraint affecting youth opportunities.,ENU_3,0.95
