country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence interval
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_UNSP,Education will help us improve the economic condition of our families,improve family economy,Quote,E.3,,"This is an aspiration for improved family well-being through education, not one specific profession.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_UNSP,Education also improves our personality and increases our confidence,confidence,Quote,E.3,,This frames education as self-development and confidence-building.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,"Education will make us doctors, engineers and police officers",doctors engineers police,Quote,E.3,,This is a direct set of occupational aspirations for respected salaried professions.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_UNSP,No one can dupe us if we are educated,no one can dupe us,Quote,E.3,,"Education is linked to empowerment and protection in life, not a specific job.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,If we are well educated then we will get job opportunities in big cities too,city jobs,Quote,E.3,,This expresses aspiration for urban employment opportunities through education.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Boys complete their 12th while girls study up to class 10,boys 12 girls 10,Quote,E.4,,This shows a clear gender difference in attainment. I coded it as a wide gap because girls’ schooling stops earlier.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,Both boys and girls must be allowed to complete their bachelors plus B.Ed (Bachelor’s in education) and must also be provided training in computers,bachelors plus BEd,Quote,E.5,,This is a clear aspiration for higher education and employability for both sexes.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_MOD,We cannot do anything if we don’t know how to work on computers,computers,Quote,E.5,,This reflects aspiration toward modern skills needed for contemporary work.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Unless we are graduates we will not be able to do any work besides agriculture,only agriculture otherwise,Quote,E.5,,"This suggests limited options without education, creating a strong aspiration-attainment gap.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,B.Ed will help us become teachers,become teachers,Quote,E.5,,This is a direct occupational aspiration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,We need to be graduates to get a government/private job,graduate for job,Quote,E.5,,This ties higher education directly to formal employment aspirations.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_EQ,NRM_EQ_YS,"Yes, parents show same commitment to educating their daughters as their sons",same commitment,Quote,E.6,,This is a direct statement in favor of equal treatment in education.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_EQ,NRM_EQ_YS,Education is important for marriage too,education for marriage,Quote,E.6,,"This suggests daughters’ education is valued, though partly through marriageability. I still coded it as pro-equality because it supports educating girls.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_EQ,NRM_EQ_YS,It will be good for the family if both sons and daughters are educated,both educated,Quote,E.6,,This supports equal educational investment in sons and daughters.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_EQ,NRM_EQ_NO,"No, parents are not equally committed; if they have to choose between the two then they prefer to educate their sons",prefer sons,Quote,E.6,,This directly confirms unequal commitment favoring boys.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,They are forced by their economic condition to make this choice,economic condition choice,Quote,E.6,,"Economic pressure is described as the reason for choosing boys over girls, widening girls’ attainment gap.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_MOB,NRM_MOB_C,College is too far and parents consider it unsafe for their girls to commute,college unsafe girls,Quote,E.6,,This clearly confirms mobility restrictions affecting girls’ education.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_EQ,NRM_EQ_NO,It is difficult to find a groom for girls who are too educated,too educated groom problem,Quote,E.6,,"This reflects a norm against very educated girls in marriage, showing inequality in how education is valued by gender.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Most of us know all agricultural activities,know all activities,Quote,E.7,,This indicates broad agricultural knowledge among boys.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,"We help our fathers in the field and hence know all agricultural activities – sowing, irrigating, harvesting and everything else",help fathers field,Quote,E.7,,This is clearly about learning agricultural knowledge through participation with fathers.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,There is no higher secondary school in our village,no higher secondary,Quote,E.8,,Lack of local schooling is a structural barrier that widens the education gap.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,There is no college here,no college,Quote,E.8,,Lack of college access strongly constrains attainment.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Poor roads,poor roads,Quote,E.8,,Poor infrastructure limits access to continued education.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Poor financial condition,poor finances,Quote,E.8,,Poverty is a major barrier to continuing education.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Need to earn and help the family,need earn help family,Quote,E.8,,Pressure to earn diverts youth away from study.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Early marriage,early marriage,Quote,E.8,,Early marriage is named as a key reason education ends.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_SML,Lack of interest in education,lack of interest,Quote,E.8,,"This is a barrier, but more individual and less structural, so I coded it as a smaller gap.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Poor economic condition,poor economy,Quote,E.9,,Identified as one of the two most important reasons education ends.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,Lack of higher secondary school and college in the village,lack school college,Quote,E.9,,This is explicitly ranked as a top structural reason for ending education.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,I tried to get a teacher’s job but failed since I did not have a B.Ed.,teacher job failed,Quote,E.10,,"This contains a clear teacher aspiration. Because failure is central too, it also reflects a gap, but I am coding the row by the aspiration stated.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,failed since I did not have a B.Ed.,no BEd,Quote,E.10,,This is the attainment barrier attached to the teaching aspiration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,I wanted to be a police but ended up working in agriculture,wanted police,Quote,E.10,,Clear occupational aspiration for policing.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,ended up working in agriculture,ended in agriculture,Quote,E.10,,Indicates a strong mismatch between desired and actual occupation.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,A friend of mine wanted to be a police officer but instead is rolling bidis today,police officer dream,Quote,E.10,,Another explicit occupational aspiration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,instead is rolling bidis today,rolling bidis,Quote,E.10,,The actual bidi work shows a substantial aspiration-attainment gap.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,It is difficult to fulfill our career dream unless we get a good college in our village,no good college,Quote,E.10,,This directly links failure to attain career dreams to lack of local college access.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_TRAD,Most young men end up doing agricultural work,agricultural work,Quote,E.11,,This reflects a common livelihood outcome in traditional agriculture.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_BUSS,Some have started small business,small business,Quote,E.11,,This is direct evidence of business-oriented livelihood aspiration/trajectory.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_UNSP,Most are also making bidis like us,making bidis,Quote,E.11,,"Bidi-making is a livelihood activity, though not clearly an aspiration; still relevant to post-school life.",ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_UNSP,Some are doing different kinds of labor work,labor work,Quote,E.11,,This describes common livelihood paths after schooling.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_WID,There is no decent employment in our village and we need to migrate,no decent employment,Quote,E.12,,Lack of local jobs creates a strong aspiration-attainment gap and pushes migration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_BUSS,I want to start a business,start business,Quote,E.12,,Direct business aspiration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_COL,We should be able to get a good government/private job,good job,Quote,E.12,,Clear aspiration for formal wage employment.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_TRAD,Those with lot of land can do agriculture,land can do agriculture,Quote,E.12,,This points to agriculture as a possible path where land resources exist.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_SML,We should move to bigger towns for better job prospects,move to towns,Quote,E.12,,"Migration is framed as a workaround for limited local opportunity, so I coded this as a smaller gap rather than complete blockage.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Seed driller,seed driller,Quote,E.13,,Mention of a new technology indicates awareness of innovation.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Rotavator,rotavator,Quote,E.13,,Another cited technology showing knowledge of innovation.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Tractor,tractor,Quote,E.13,,Mechanization is recognized as part of local agricultural change.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Thresher,thresher,Quote,E.13,,Another item showing awareness of improved technology.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Seeds like Lokmanya,Lokmanya seeds,Quote,E.13,,New seed types indicate knowledge of varietal innovation.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_MEN,NRM_MEN_C,Women hardly work with machines,women hardly machines,Quote,E.13,,This supports the norm that mechanized farming is male-coded.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_MEN,NRM_MEN_C,Women don’t work with machines,women don’t machines,Quote,E.14,,Confirms that key technologies are seen as men’s domain.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Machines save time and labor,save time labor,Quote,E.14,,"Technology is valued for efficiency, showing positive perception of innovation.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_N,It reduces our parents’ work burden,parents burden reduced,Quote,E.14,,This speaks to work reallocation through technology; not strictly gendered but tied to labor patterns.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_UNSP,We get time to study,time to study,Quote,E.14,,Technology is linked to better educational opportunity.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,ASP,ASP_UNSP,Now our parents also get more time to make bidis which gets additional income,additional income,Quote,E.14,,This points to livelihood improvement and income aspiration.,ENU_3,0.75
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,We need less seeds for same production when we sow with seed driller,less seed same production,Quote,E.14,,This shows understanding of the technical benefit of a new practice.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,It also saves money on fertilizer since we need less fertilizer when we sow with seed driller,saves fertilizer money,Quote,E.14,,This demonstrates specific knowledge about innovation benefits.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_N,Women have the same opportunities as men but they prefer to work manually,same opportunities manually,Quote,E.15,,"This nuance says opportunities are equal in principle, but uptake differs.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_MEN,NRM_MEN_C,Women are not comfortable with new technologies especially machines; they believe machines are meant for men,machines meant for men,Quote,E.15,,This directly confirms the norm that mechanized farming belongs to men.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_C,Women don’t do much agricultural work here; they mostly make bidis,mostly make bidis,Quote,E.15,,"This confirms a gendered division of labor, with women associated with bidi work rather than farm work.",ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_C,Women do agricultural activities under the guidance of men,under guidance of men,Quote,E.15,,This indicates women’s agricultural participation is subordinate to men’s authority.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_C,Young women don’t do much agricultural work here,don’t do much agri,Quote,E.15,,Less participation means less direct learning and experimentation opportunity.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,When people started migrating for better work then they learnt many new things and they brought back all this new information to the village,migration brings info,Quote,E.17,,This shows information diffusion through migration.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,because people started migrating so there was shortage of labor in the village which forced many people to adopt labor saving technologies,labor shortage adoption,Quote,E.17,,Explains how structural change led to innovation uptake.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Technology spread when people saw its benefits,saw benefits,Quote,E.17,,Shows observational learning and spread of innovation.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,Technology and machines have become our need today,machines our need,Quote,E.17,,Strong positive perception of technology adoption.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,There is more information access today as compared to ten years ago,more info today,Quote,E.17,,Direct statement that access to information has improved.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_MEN,NRM_MEN_C,"Yes, because women cannot do all agricultural activities",women cannot do all,Quote,E.18,,This directly confirms the idea that women are less capable farmers.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_C,Men do all agricultural activities but women only do some like sowing and harvesting,men do all women some,Quote,E.18,,This confirms a clear gender division of labor.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_MEN,NRM_MEN_C,We cannot expect women to drive tractors,women tractors,Quote,E.18,,This is a strong statement that mechanized farming belongs to men.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_C,Women are busy with household work and making bidis,women household bidis,Quote,E.18,,Confirms women’s domestic and bidi roles as reasons for different farm tasks.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_C,Women don’t do physically demanding activities like land preparation,women not land prep,Quote,E.18,,This reflects a gendered division based on perceived physical ability.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_MOB,NRM_MOB_C,It will be extremely difficult and they (young women) will not want to do such a thing themselves,extremely difficult,Quote,E.19,,This confirms strong restrictions on women independently growing and selling crops.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DEC,NRM_DEC_C,Their parents will not allow them,parents will not allow,Quote,E.19,,Direct confirmation of restricted agency.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_STIG,NRM_STIG_C,They will not get the support of their family members and they will never go against their family,no family support,Quote,E.19,,Family pressure and obedience norms stigmatize nonconforming female behavior.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_C,They don’t have full knowledge to be able to grow themselves and they have no market knowledge to be able to sell,no market knowledge,Quote,E.19,,This explicitly frames women as lacking knowledge for production and selling.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DEC,NRM_DEC_N,Even young men need to take their parent’s permission,young men need permission,Quote,E.20,,This shows men’s agency is also somewhat conditional on parents’ authority.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,But we will not face any problem in growing since we know the entire process,know entire process,Quote,E.20,,Indicates young men’s confidence in their agricultural knowledge.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,GAP,GAP_SML,But we will face problem in selling in the regional market since the village lacks transport facility,transport facility lack,Quote,E.20,,"This is a practical barrier, but not a complete blockage, so I coded it as a smaller gap.",ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_INF,NRM_INF_O,But we are aware enough to be able to do it on our own,aware enough,Quote,E.20,,Confirms male self-perception of competence and knowledge.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DEC,NRM_DEC_C,The household head takes such decisions,household head decides,Quote,E.21,,Direct confirmation that authority over plots lies with the household head.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DEC,NRM_DEC_C,Mostly our fathers decide who will do what,fathers decide work,Quote,E.21,,This confirms male elder control over labor decisions.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_C,Generally the household head distributes work amongst the male members of the house,work among male members,Quote,E.21,,This indicates gendered assignment of productive roles among men.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_O,This is not a very big issue since entire family pitches in to grow a good crop,entire family pitches in,Quote,E.21,,Opposes a strict individual plot/labor division by stressing collective family effort.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_O,We don’t have separate plots for men and women,no separate plots,Quote,E.22,,Opposes a strict separation of plots by gender.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_O,What is the harm in a man helping on his wife’s plot?,man helping wife plot,Quote,E.22,,This explicitly challenges rigid gender divisions in agricultural labor.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_O,Both husband and wife should help out on each other’s land,help each other’s land,Quote,E.22,,Supports shared labor rather than gender-exclusive plots.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_O,All family members will help each other,family help each other,Quote,E.22,,Again opposes rigid role separation by emphasizing cooperation.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_O,It is not about man or woman; it is family property/land and the family works together,family property together,Quote,E.23,,This opposes strict gender distinctions in plot responsibility.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_C,Men usually do the physically intensive work while women do the easier work like harvesting,men intensive women easier,Quote,E.23,,Confirms a gendered labor division by physical intensity.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DIV,NRM_DIV_N,Whoever has time helps out on the land; it is our main source of livelihood and everyone makes an effort to grow a good crop,whoever has time helps,Quote,E.23,,This softens the strict labor division by showing practical cooperation.,ENU_3,0.85
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DEC,NRM_DEC_C,"Yes, women need to consult their husband",women consult husband,Quote,E.24,,Direct confirmation that women do not independently decide about a new crop.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DEC,NRM_DEC_C,Women will consult other family members in the absence of their husband,consult family absence,Quote,E.24,,Women’s decision-making remains dependent on family permission.,ENU_3,0.95
IN,IN4,GENNOVATE_IN4.xlsx,FG_E_Aspirations of Youth,IN4E_M,male,NRM_DEC,NRM_DEC_C,Women will need their family’s permission and especially that of their husbands’,family permission,Quote,E.24,,Strong confirmation of restricted female agency.,ENU_3,0.95
