indicator_id,classification_id,context_id,provenance,text_fragment,classification_id_rev
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK2E_F,R.2: Islam considered that both man and women have equal rights and there is discrimination,NRM_EQ_NO
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK2E_F,(a) Very good thing and should be visible clearly in social set up,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK2E_F,R.3: A very good change,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK2E_F,R.2: Islam considered that both man and women have equal rights,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK7E_F,They should be equal in all matters,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK7E_F,I think gender equality is a good thing.,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK7E_F,We want that there should be equality in all matters.,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK7E_F,It will also give us some relief.,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK7E_F,Equality is good it will also lead to education equality.,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK7E_F,Equality will also solve many problems.,
NRM_EQ,NRM_EQ_YS,E_F_E.31,PK7E_F,We also want to enjoy shopping and go to market.,
NRM_EQ,NRM_EQ_YS,E_F_E.31,UZ3E_F,gender equality is a good thing,
NRM_EQ,NRM_EQ_YS,E_F_E.31,UZ3E_F,but we need gender equality for societys development,
NRM_EQ,NRM_EQ_YS,E_M_E.31,BD3E_M,When a husband gives rights to his wife and his wife does the same that is equality.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,BD3E_M,Equality means if a man goes one place and when a woman is also allowed there that is equality,
NRM_EQ,NRM_EQ_YS,E_M_E.31,BD3E_M,Both man and woman have same rights and enjoy the same.  A man can do a certain things and similarly if she also can do the same,
NRM_EQ,NRM_EQ_YS,E_M_E.31,BD3E_M,"It is highly essential for a households progress. When there is no such relationship between husband and wife then quarrels and clash prevails. But if there is good understanding and respect for each other, sharing everything they can go ahead smoothly",
NRM_EQ,NRM_EQ_YS,E_M_E.31,BD6E_M,I think the country would not be developed if there is no equality between men and women,
NRM_EQ,NRM_EQ_YS,E_M_E.31,BD6E_M,I think equality is an understanding between couples or men and women.  A household cannot progress if there is no such condition,
NRM_EQ,NRM_EQ_YS,E_M_E.31,BD6E_M,This is equality when a wife helps her husband in light work in the field and similarly husband also help her domestic work.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET1E_M,"women learn agricultural skill and health issues from agricultural and health extension agents equally with men. Therefore, both can work together for change.",
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET1E_M,working and participating together without neglecting woman from opportunities for better development and improvement,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET1E_M,encourage girls to go to school not only educating boys and empower girls to attend school regularly.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET1E_M,"equal opportunity in terms of education, skill trainings",
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET1E_M,currently both have equally attending and work together using their skills. Then equality is important to improve their life.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET2E_M,father and mother are equal to me,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET2E_M,equality is men and women talking equally in meetings,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET2E_M,"if women work a mans job, she is equal",
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET2E_M,"if women have equal opportunity, they can change country",
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET4E_M,if the level of their understanding is the same I say that is equality,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET4E_M,if the man does what is traditionally a womens job and when the womans does men job that is equality.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET4E_M,if the woman assists the man on his farm that is equality,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET4E_M,if they both discuss and solve problems together that is equality,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET4E_M,when the right of man and woman is respected I say that is equality,
NRM_EQ,NRM_EQ_YS,E_M_E.31,ET4E_M,"[So do you think this kind of equality is good?]
[All responded in one] 
Yes we do. When a man and his wife are communicating and discussing over issues, that means they will be successful in their life",[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN1E_M,Gender equality if good and necessary for a healthy society,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN1E_M,Both men and women should get equal pay for equal work,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN1E_M,Earlier parents did not attach much importance to their daughters education but this has changed in the past 2-3 years and now girls also go to school,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN1E_M,Both boys and girls should get proper education and girls should also be allowed to get technical education,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN1E_M,Both should have right of education and equal work opportunities,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN1E_M,If both husband and wife are educated and working then they can take better care of their family,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN1E_M,Women should be allowed right in their fathers property,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN3E_M,Equal opportunities in education and job,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN3E_M,Women should be able to help their husband in farming too,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN3E_M,Gender equality will ensure that women become independent,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN3E_M,Girls should get the same respect at home as boys,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN3E_M,Only then will women stop being hesitant and will have the courage to come forward and work and do well,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,Both men and women should be meted out the same treatment by society,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,They should both be given equal respect,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,Both should have equal say in their marriage decisions,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,Parents should consult both boys and girls in every decision that concerns them,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,Both should be allowed to graduate before getting married,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,Both should be given equal love and care in the family,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,Girls should also have a right to speak their mind,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN4E_M,Both should have freedom of thought and expression,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN7E_M,Gender equality is very important for societys development,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN7E_M,There should be gender equality in every walk of life,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN7E_M,Women should get reservation in jobs,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN7E_M,They both deserve equal respect,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN9E_M,It implies equal treatment of boys and girls,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN9E_M,There should be equality in education,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN9E_M,Both should be given the same freedom in every sphere of life,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN9E_M,There should be more work opportunities for women,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN9E_M,Girls should get a share in their fathers property; they are legally entitled to but in practice ether dont get it,
NRM_EQ,NRM_EQ_YS,E_M_E.31,IN9E_M,Now times are changing and parents are trying to treat their boys and girls at par,
NRM_EQ,NRM_EQ_YS,E_M_E.31,NP2E_M,women and male should have equal freedom,
NRM_EQ,NRM_EQ_YS,E_M_E.31,NP2E_M,women should be educated to be equal.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,NP2E_M,all the work and roles should be equal for men and women,
NRM_EQ,NRM_EQ_YS,E_M_E.31,NP2E_M,"this is good, because the work that is done only by men is now done by women also",
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK2E_M,"R1. Islam stresses upon gender equality, it should be followed in its true spirit.",
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK2E_M,R3. Gender equality is a good thing and both man and woman shall have same rights.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,There must be equality between male and female.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,The girls and boys both should be given the equal rights.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,females must enjoy equality in each walk of life.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,This is a very good thing.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,there should be no compulsion of any kind for a girl or woman.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,There must be equal opportunities for the boys and girls.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,"At home, some importance and respect should be given to the girls and women which is given to the boys or men.",
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,I think gender equality is a good thing,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,If a boy marries by his choice. The girl should also be permitted to do so,
NRM_EQ,NRM_EQ_YS,E_M_E.31,PK7E_M,we do not consider gender equality a bad thing.,
NRM_EQ,NRM_EQ_YS,E_M_E.31,UZ3E_M,Gender equality is good,
NRM_EQ,NRM_EQ_YS,E_M_E.51,BD3E_M,All members of our village must be aware about planed family and ensure rights for all,
NRM_EQ,NRM_EQ_YS,E_M_E.51,IN1E_M,Both should be allowed to study as much as they want,
NRM_EQ,NRM_EQ_YS,E_M_E.51,IN1E_M,We should be given more power and freedom,
NRM_EQ,NRM_EQ_YS,E_M_E.51,IN1E_M,Our parents should allow both their sons and daughters whatever it is we want,
NRM_EQ,NRM_EQ_YS,E_M_E.51,IN1E_M,Women should be allowed the same freedom and rights as men,
NRM_EQ,NRM_EQ_YS,E_M_E.51,IN1E_M,Women should be allowed the liberty to work if they so desire,
NRM_EQ,NRM_EQ_YS,E_M_E.51,IN4E_M,Both men and women should get equal work opportunities,
NRM_EQ,NRM_EQ_YS,E_M_E.51,IN4E_M,Both should get equal education opportunities,
NRM_EQ,NRM_EQ_YS,E_M_E.51,PK2E_M,There should be schools and colleges for boys and girls because the available colleges and schools are insufficient.,
NRM_EQ,NRM_EQ_YS,E_M_E.51,PK7E_M,Equal opportunities should be available for both the genders.,
NRM_EQ,NRM_EQ_YS,E_F_E.46,ET1E_F,"Almost all said equally, based on consensus between the marrying couples. based on consensus between the marrying couples",[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.46,ET2E_F,I prefer if it is in agreement between the boy and the girl based on love.,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.46,IN4E_F,Both the prospective partners must agree to the alliance,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.46,IN4E_F,Girls should also have the right to accept/reject her marriage proposal,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.50,ET1E_F,I would like to see all this injustice removed from our lives.,
NRM_EQ,NRM_EQ_YS,E_F_E.50,ET1E_F,I would like to see job opportunities created for both boys and girls,
NRM_EQ,NRM_EQ_YS,E_F_E.50,ET1E_F,"I would like to see boys respecting women and living in harmony with one wife,",
NRM_EQ,NRM_EQ_YS,E_F_E.50,ET1E_F,having less children and working together and changing their lives.,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.5,ET1E_M,its the same for girls to study up to college and university to improve their social and economic opportunities. This is linked to later marriage and self employment. Many young boys who are employed want to marry employed girls. So girls should study.,
NRM_EQ,NRM_EQ_YS,E_F_E.23,ET2E_F,Now a days young couples work equally in their land.,
NRM_EQ,NRM_EQ_YS,E_F_E.30,ET2E_F,He would be proud because he allows his wife to work.,
NRM_EQ,NRM_EQ_YS,E_F_E.30,IN4E_F,Mark will be happy at his wifes success,
NRM_EQ,NRM_EQ_YS,E_F_E.30,IN4E_F,He will be happy he let her work,
NRM_EQ,NRM_EQ_YS,E_F_E.30,IN4E_F,He will support her and encourage her to do better,
NRM_EQ,NRM_EQ_YS,E_F_E.30,NP1E_F,Hari would be happy seeing her success and motive for more success in future,
NRM_EQ,NRM_EQ_YS,E_F_E.30,UZ3E_F,he will be very glad,
NRM_EQ,NRM_EQ_YS,E_F_E.49,ET2E_F,When she is mature at least reached 20-23 years of age.,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,IN4E_F,22 is the right age,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,IN4E_F,25 is the right age,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,IN4E_F,24 should be okay I guess,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,IN7E_F,Women should have their first child at 23-24,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,NP1E_F,22 years or above is a right age for a new mother to give birth,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,NP1E_F,at this age a woman become physically fit as well as can take care of new born baby,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,UZ3E_F,from 21-22 years girls could give a birth to a child,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,UZ3E_F,we think that at this age its not badly influence on our reproductive health,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.49,UZ3E_F,Because besides birth she will take care for that child for a long time,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.18,ET2E_M,"women recently work as men do, even plow",
NRM_EQ,NRM_EQ_YS,E_M_E.18,ET2E_M,thinking about womens farming capacity is changing,
NRM_EQ,NRM_EQ_YS,E_M_E.30,ET2E_M,maybe he should be happy if wife brings income,
NRM_EQ,NRM_EQ_YS,E_M_E.30,IN4E_M,Mark will be very happy,
NRM_EQ,NRM_EQ_YS,E_M_E.30,IN4E_M,He will now have more money to enjoy,
NRM_EQ,NRM_EQ_YS,E_M_E.30,IN4E_M,He will praise her and encourage her to do better,
NRM_EQ,NRM_EQ_YS,E_M_E.30,IN7E_M,He will be very happy with his wifes achievement,
NRM_EQ,NRM_EQ_YS,E_M_E.30,IN7E_M,He may in fact start working with her then,
NRM_EQ,NRM_EQ_YS,E_M_E.30,IN7E_M,He will support and motivate her,
NRM_EQ,NRM_EQ_YS,E_M_E.30,NP1E_M,he further encourage wife,
NRM_EQ,NRM_EQ_YS,E_M_E.30,UZ3E_M,He will be very glad,
NRM_EQ,NRM_EQ_YS,E_M_E.33,ET2E_M,women are careful with money; men waste it,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.37,ET2E_M,as husband and wife it is their money,
NRM_EQ,NRM_EQ_YS,E_M_E.38,ET2E_M,womens right is protected,
NRM_EQ,NRM_EQ_YS,E_M_E.46,ET2E_M,nowadays men and women decide whom they marry,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.46,ET2E_M,now no obligation for girl or boy,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.46,IN4E_M,But they should also always consult their daughters,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.46,IN7E_M,love marriage should also be accepted,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.46,IN7E_M,If both the girl and the boy are good and love each other then parents should give consent,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,ET2E_M,best age for first child settled at 23,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,IN4E_M,After 23,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,IN4E_M,Between 23-25 years of age,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,IN4E_M,Both husband and wife need time to understand each other before starting a family,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,IN4E_M,Then they will be better prepared to raise kids,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,IN7E_M,Women should have their first child at 25,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,IN7E_M,They will be better prepared physically and mentally,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,IN7E_M,They will also be well settled in their married life by then,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.49,UZ3E_M,21-22 year old girls could have their first children,[exclude]
NRM_EQ,NRM_EQ_YS,E_M_E.40,ET4E_M,"It is easy for her to sell or to purchase in the market, because today equality of man and woman is respected",
NRM_EQ,NRM_EQ_YS,E_F_E.51,IN1E_F,Both boys and girls should be allowed to study,
NRM_EQ,NRM_EQ_YS,E_F_E.51,IN1E_F,Both boys and girls should be allowed to work,
NRM_EQ,NRM_EQ_YS,E_F_E.51,IN1E_F,Girls should have the freedom to study and their mobility should not be restricted,
NRM_EQ,NRM_EQ_YS,E_F_E.51,IN1E_F,Restrictions should be only as much as is required and appropriate,
NRM_EQ,NRM_EQ_YS,E_F_E.51,IN9E_F,"People should not misinterpret if a young man and woman talk to each other; they are not doing anything wrong
Perceptions need to change in such matters",
NRM_EQ,NRM_EQ_YS,E_F_E.51,IN9E_F,Women should be encouraged to make an identity of their own,
NRM_EQ,NRM_EQ_YS,E_F_E.51,IN9E_F,Both should be allowed freedom of choice and expression,
NRM_EQ,NRM_EQ_YS,E_F_E.51,PK2E_F,R.5: Education for all,
NRM_EQ,NRM_EQ_YS,E_F_E.51,PK2E_F,R.2: Employment opportunities and gender equality,
NRM_EQ,NRM_EQ_YS,E_F_E.2,IN4E_F,Television as a medium has helped us by showing us how women in big cities live and behave,
NRM_EQ,NRM_EQ_YS,E_F_E.6,IN4E_F,"Yes, parents are as committed to their daughters education as to their sons",
NRM_EQ,NRM_EQ_YS,E_F_E.6,IN4E_F,"Yes, there is no gender partiality here",
NRM_EQ,NRM_EQ_YS,E_F_E.6,IN4E_F,Our parents want us to study,
NRM_EQ,NRM_EQ_YS,E_F_E.6,NP1E_F,now every parent treats their children equally,
NRM_EQ,NRM_EQ_YS,E_F_E.6,NP1E_F,now equal for both of them,
NRM_EQ,NRM_EQ_YS,E_F_E.6,UZ3E_F,most of our parents understand the importance of education,
NRM_EQ,NRM_EQ_YS,E_F_E.28,IN4E_F,But she is working for her family and hence no one should have any problem,
NRM_EQ,NRM_EQ_YS,E_F_E.28,IN4E_F,"Yes, she is doing it to support her family and so people should respect her for that",
NRM_EQ,NRM_EQ_YS,E_F_E.28,NP1E_F,people will appreciate Sita for hard working,
NRM_EQ,NRM_EQ_YS,E_F_E.44,IN4E_F,We believe in monogamy; we dont want to marry 10 times,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.48,IN4E_F,No. sometimes at that tender age complications arise and then they have to undergo an operation; it is very risky,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.48,IN4E_F,She should be mature enough to be able to birth and nurture a new life,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.48,IN7E_F,No they are too young to have babies at this age,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.48,NP1E_F,at this age a woman become physically fit to have first baby,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.48,NP1E_F,a new mother mentally prepared herself to take care of new born baby,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.48,UZ3E_F,we think its good age,[exclude]
NRM_EQ,NRM_EQ_YS,E_F_E.48,UZ3E_F,at present time we have no cases of early marriage,[exclude]
