country,community_code,metadatafile,tool,document_code,gender,indicator_label,category_label,text,keyword,quote or transcriber's summary,data_container,background information,comments,enumerator_id,confidence interval
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,ASP,ASP_UNSP,I think young men should start an income earning job/activities,income earning job/activities,quote,E.12,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,ASP,ASP_TRAD,engage in agricultural work when they stopped their schooling,agricultural work,quote,E.12,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,ASP,ASP_UNSP,I think educated men should do job or until get they should look for a good job. ,good job,quote,E.12,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,ASP,ASP_COL,they can enter job in RMG sector or other industrial job. They can do private tuition. ,RMG sector or other industrial job; private tuition,quote,E.12,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,ASP,ASP_MOD,they may start a business otherwise can enter in agricultural practices.,business; agricultural,quote,E.12,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,ASP,ASP_UNSP,It is good get technical trainings. It is not possible for all to get better job, technical trainings,quote,E.12,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,ASP,ASP_UNSP,"after stopping studying someone must enter any sort of work. It could be farming, mechanic, driving, whatever it is. ",any sort of work,quote,E.12,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_C,The female youths do not have opportunity to get new or old agricultural trainings related wheat cultivation. ,do not have opportunity,quote,E.15,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_C,The local norms and customs do not permit women’s participation as like as men. ,do not permit women,quote,E.15,participation referring to agricultural trainings,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_C,Most families do not allow their daughter’s participation here,do not allow  their daughter’s,quote,E.15,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_N,Young women or female youths could have joined such training organized separately and the programs conducted by female personnel. This type of program can encourage women to participate,training organized separately and the programs conducted by female personnel.,quote,E.15,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_C,Most training programs or information dissemination mainly target the men,mainly target the men,quote,E.15,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_C,women and adolescent girls cannot attend in those programs. ,cannot attend,quote,E.15,when venue is in a public space,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_O,There is no social restriction here. There is only restriction not to sit both men and women in the same training venue.  , no social restriction,quote,E.15,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"Yes, there are social norms which regulate the various works and gender responsibilities in the agricultural activities. ",,quote,E.18,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"Young men can do all sort of works in crop cultivation. On the other hand, women have to start some household works ",,quote,E.18,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"cleaning house premises, wash all utensils, clean the cowshed and cook foods and serve to all family members.  These are all done by women. No men or boys not familiar or habituate to do these works. These are treated as feminine works. ",,quote,E.18,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"collecting fodder for cows, preparing lands, transplanting, weeding, sowing, harvesting etc. is men’s work. And carrying loads from field, selling agricultural products in market are also men’s work.",,quote,E.18,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"Caring and raising chickens, duck and cultivating vegetables in the kitchen garden are task of woman. ",,quote,E.18,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"For social reasons, women cannot participate in practical agricultural activities. They are not allowed to carry loads from the field",women cannot participate; not allowed to carry,quote,E.18,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_O,But women practically work and assist husband in the crop fields nowadays but it was not possible before.  ,it was not possible before,quote,E.18,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"In our village, no women are allowed to harvest wheat and rice. This is men’s job and their domain where women cannot go and participate.", This is men’s job; women cannot go and participate.,quote,E.19,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,Similarly women will be highly discouraged to sell wheat or rice in the local market. ,,quote,E.19,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_N,"Only those women can move to this domain if she is widow, no father, brother or grown-up son. But for a young woman there will be problem and social restriction", if she is widow,quote,E.19,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,Women work in the field is not a regular practice in our village,not a regular practice,quote,E.19,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_C,there is also problem for young women participating with men in a training session or other activities.    ,problem,quote,E.19,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"Social restrictions are for women not for men. So, men can grow and sell any products in nearby or distant market there is no prohibition for his activities.  ",Social restrictions are for women ,quote,E.20,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_AST,NRM_AST_O,Land may be entitled by both husband and wife but all lands are supervised by husband,entitled by both husband and wife,quote,E.21,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,older son may take decision consulting with mother if father died or absent,consulting with mother if father died or absent,quote,E.21,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_AST,NRM_AST_C,"In our village, only a few women may entitled little amount of cultivable land and men doesn’t want that. ",men doesn’t want that,quote,E.21,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,selection of crop and land is the responsibility of men. ,responsibility of men.,quote,E.21,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,Most plots are cultivated and supervised by men or husband or grow-up sons whether those plots are owned by men or women,cultivated and supervised by men or husband or grow-up sons,quote,E.22,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,"In case of husband’s absence, women can look after crops and take major decisions herself. She may consult other family members or good farmers in the village. ","In case of husband’s absence,",quote,E.22,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_N,only the poor women work in the crop field with her husband or women help their husbands during the harvesting time when shortage of local labour is predominant.  ,poor women; shortage of labour,quote,E.22,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,"In all cultivable lands of a household, male members work. ",male members work,quote,E.23,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,women work to their husbands’ lands but cannot make major decision. ,annot make major decision,quote,E.23,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_AST,NRM_AST_C,almost all the cultivable lands and homesteads are entitled to men in our village.  ,entitled to men,quote,E.23,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,Woman shall talk to her grown-up son and her husband if he is still alive. And if her husband died then she will consults with her in-laws,consults with,quote,E.24,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_O,Some women were received training from BRAC,,quote,E.24,BRAC is an NGO,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_O,[male spouse]  will accept [female spouse]  joining a local women’s group. There is no contradiction in her joining because she is a vegetable grower like other women and she wants develop her production. ,will accept,quote,E.25,replaced name for female spouse with [female spouse] and name for male spouse with [male spouse],,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_INF,NRM_INF_O,joining is positive for their household. She may get new ideas or training which will enrich vegetable cultivation and income. ,joining is positive,quote,E.25,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,[male spouse]  will not accept [female spouse's]  decision regarding selling vegetable in the local market herself. ,will not accept,quote,E.26,replaced name for female spouse with [female spouse] and name for male spouse with [male spouse],,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,[male spouse] will tell [female spouse] that he may go to market for selling vegetables but he will not allow her going to market for selling her products. , he will not allow her going,quote,E.26,replaced name for female spouse with [female spouse] and name for male spouse with [male spouse],,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,“I will never take her with me in field. She will work at home”.,She will work at home,quote,E.27,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,we are not allowing women in the field and never accept them to go the fields”. ,never accept them to go the fields,quote,E.27,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,[male spouse] would not allow her to go to field for work,[male spouse] would not allow her to go to field,quote,E.27,replaced name for female spouse with [female spouse] and name for male spouse with [male spouse],,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,[female spouse] has inferior social position and dignity in the village because she goes to the local market where she sells her products.  , inferior social position and dignity; ,quote,E.28,replaced name for female spouse with [female spouse] ,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,She will lose her respect (somman harabe) and reputation. ,lose her respect and reputation,quote,E.28,"group discussed a hypothetical scenario where the [female spouse] helps on her husband’s farm, and has her own home garden.  But she has been working for a long time in the market, selling the produce herself from her garden.  ",,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,Most people see her badly since she is going to such nasty place. People will laugh at her and make jokes about her. , see her badly; laugh; make jokes,quote,E.28,"group discussed a hypothetical scenario where the [female spouse] helps on her husband’s farm, and has her own home garden.  But she has been working for a long time in the market, selling the produce herself from her garden.  ",,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,she will lose her dignity fully. ,lose her dignity,quote,E.28,"group discussed a hypothetical scenario where the [female spouse] helps on her husband’s farm, and has her own home garden.  But she has been working for a long time in the market, selling the produce herself from her garden.  ",,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,Mark has no social status and dignity in the village. ,no social status and dignity,quote,E.29,group discussed a hypothetical scenario where the [male spouse] helps out around the house and with caring for their children.  Both spouses share some of the provider and housework responsibilities in their household. ,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,In the beginning Mark will be happy but with his friends bitter comment he will be sad later.,bitter comment,quote,E.30,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,if he is a man then he supposes to be sorrow,sorrow,quote,E.30,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_EQ,NRM_EQ_YS,I think the country would not be developed if there is no equality between men and women,,quote,E.31,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_EQ,NRM_EQ_YS,I think equality is an understanding between couples or men and women.  A household cannot progress if there is no such condition,,quote,E.31,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_EQ,NRM_EQ_YS,This is equality when a wife helps her husband in light work in the field and similarly husband also help her domestic work. ,,quote,E.31,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_EQ,NRM_EQ_NO,Equality is good in some extent but not at all respects. ,not all respects,quote,E.31,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_O,I think both of them take decision otherwise there will be quarrel between them,,quote,E.32,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,I think David will take this decision alone because he the head of his household,,quote,E.32,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,The vegetable must be sold by [male spouse] it is not possible for [female spouse],,quote,E.33,replaced name for female spouse with [female spouse] and name for male spouse with [male spouse],,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,Man can go to market but women are not allowed to go to market and sell products here. ,women are not allowed to go to market,quote,E.33,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DIV,NRM_DIV_C,market is not women’s place,not women's place,quote,E.33,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,People will tease and make fun of her work. That will reduce her social dignity as well,,quote,E.33,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,8 out of 10 focus group discussion members said that it would be difficult or very difficult for [female spouse] to purchase a plot of land right near the homestead to expand her vegetable garden with her inheritance money in the absence of her husband’s support,difficult; very difficult,transcriber's summary,E.35,deduced from the information given in the table,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,It will be quite difficult for  [female spouse] because her husband wants to buy a motorbike with her inheritance money. He will be furious and mad if he cannot establish his plan,quite difficult; furious; establish his plan,quote,E.36,replaced name for female spouse with [female spouse] ,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,A woman cannot establish her plan without her husband’s permission. ,woman cannot,quote,E.36,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,If  [female spouse] goes ahead with her plan alone there will be huge clash and violence between husband and wife.  ,there will be huge clash and violence between husband and wife,quote,E.36,replaced name for female spouse with [female spouse] ,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,[male spouse] may divorce her if she does not accept his plan. [male spouse] thinks his wife should handover the money to him. ,divorce; handover the money to him,quote,E.36,replaced name for male spouse with [male spouse] ,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_O,"What [female spouse] is proposing which is also very positive and essential for family in the eyes of the local society (samajer chokhe). So, there is a social power with [female spouse] which is not easy to dismiss by [male spouse]. ",there is a social power with [female spouse],quote,E.37,replaced name for female spouse with [female spouse] and name for male spouse with [male spouse],,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,The young and older women cannot walk to the local market alone. The young women may go to school and college only. ,young and older women cannot walk to the local market alone,quote,E.38,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,"""Eve teasing” is common problem which has to face if a girl moves freely in the local market. ",teasing,quote,E.38,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,there are different types of problems and danger for young girls when they move alone in the local market. ,problems and danger for young girls,quote,E.38,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,For social restrictions the respected families do not allow their daughters’ movement in the public places.,families do not allow their daughters’ movement ,quote,E.38,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,she has to depend on her husband’s decision,depend on her husband’s decision,quote,E.39,"specified to ""after marriage""",,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,"After marriage, husband may take his wife in the local market during the festival.",husband may take his wife,quote,E.39,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,It is not possible for a married young women move alone even after marriage. She must accompany someone in absence of husband. ,must accompany someone,quote,E.39,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,A woman can’t move alone to the local market. This will spoil her seclusion (porda noshto hobe),woman can’t move alone,quote,E.40,"""porda noshto hobe"" implies that her modesty or reputation will be ruined",,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,Young women alone can move to their school and college here only. And at other purposes they cannot move alone freely here,cannot move alone freely,quote,E.41,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_MOB,NRM_MOB_C,Family does not allow their daughter’s movement alone. ,Family does not allow,quote,E.41,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_STIG,NRM_STIG_C,The young women face various problems if they move alone in the local e.g. eveteasing and other bad remarks,eveteasing and other bad remarks,quote,E.41,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,GAP,GAP_SML,some boys and young women are moving to XX city where they entering in garments factories,,quote,E.42,XX city refers to another city that is is miles away,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,Most marriage decisions are taken by parents and elderly people,decisions are taken by parents and elderly people,quote,E.45,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_O,boys and girls get married by themselves,,quote,E.45,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,The society (samaj) does not promote this behabiour of choosing marriage partners in this village. ,does not promote choosing marriage partners,quote,E.45,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,daughters must accept and obey her parents’ decisions regarding their marriage.,accept and obey her parents’ decisions,quote,E.45,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_O,I think women should not have first child before 18 years and the new couple should take first baby when they become 22-23 years. ,should not have first child before 18 years,quote,E.48,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_O,But 16 years is not appropriate age for having baby. Both mother and child become vulnerable at this stage. ,not appropriate age,quote,E.48,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_O,Both husband and wife jointly take this important decision ,Both,quote,E.50,,,ENU_2,0.95
BD,BD6,GENNOVATE_BD6.xlsx,FG_E_Aspirations of Youth,BD6E_M,male,NRM_DEC,NRM_DEC_C,We want to see our village where all child marriage has stopped soon And all sort of violence including violence against women has ended from our village,child marriage; violence against women,quote,E.51,quote means child mariage and violence against women  is ongoing,,ENU_2,0.95
